"Name","ID","Name","State","Notes","User","Tags","Created","Runtime","Sweep","arch","aug_plus","batch_size","checkpoint_fp","checkpoint_interval","cos","custom_aug_name","data","dataid","dataset","dist_backend","dist_url","distributed","epochs","evaluate","faa_aug","gauss","gpu","id","image_log_interval","kfold","lcls_arch","lcls_batch_size","lcls_checkpoint_fp","lcls_checkpoint_interval","lcls_data","lcls_dataid","lcls_dist_backend","lcls_dist_url","lcls_distributed","lcls_epochs","lcls_evaluate","lcls_gpu","lcls_id","lcls_kfold","lcls_loss_prefix","lcls_lr","lcls_mlp","lcls_momentum","lcls_multiprocessing_distributed","lcls_name","lcls_notes","lcls_pretrained","lcls_print_freq","lcls_randomcrop","lcls_rank","lcls_resume","lcls_schedule","lcls_start_epoch","lcls_task","lcls_wandbproj","lcls_weight_decay","lcls_workers","lcls_world_size","lr","mlp","moco_dim","moco_k","moco_m","moco_t","momentum","multiprocessing_distributed","name","no_gauss","nomoco","notes","pretrained","print_freq","rand_aug","rand_aug_linear_m","rand_aug_m","rand_aug_m_max","rand_aug_m_min","rand_aug_n","rand_aug_orig","rand_aug_top_k","rand_resize_only","randomcrop","rank","resume","rotnet","rotnet_mlp","schedule","seed","single_aug_idx","start_epoch","upload_checkpoints","wandbproj","weight_decay","workers","world_size","100epoch-val-classify","100epoch-val-rotation","100epochLinCls Acc@1","100epochLinCls Acc@5","100epochLinCls Data","100epochLinCls Loss","100epochLinCls Time","100epochRot Train Loss","Acc@1","Acc@5","Data","LinCls Acc@1","LinCls Acc@5","LinCls Data","LinCls Loss","LinCls Time","Loss","MOCO Loss","Rot Loss","Rot Train Loss","Rot Val Loss","Time","epoch","example images","learning rate","meter","val-acc1","val-classify","val-mlp-rotation","val-rotation"
"f6dXf_500epochs_512bsz_0.4000lr_mlp_cos_randaug","f6dXfYa0BwItfym3aeuNB8fdxtz9yoU5","f6dXf_500epochs_512bsz_0.4000lr_mlp_cos_randaug","finished","rand aug linear scaling n=3","cjrd","","2020-05-11T00:25:28.000Z","27457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.161984653263302","","","","","","","","","","","76.68999481201172","","61.147499084472656"
"dnLaS_500epochs_512bsz_0.4000lr_mlp_cos_randaug","dnLaSj7vqEG1pcY0UjLIgQcmJ37DPHsI","dnLaS_500epochs_512bsz_0.4000lr_mlp_cos_randaug","finished","rand aug linear scaling n=2","cjrd","","2020-05-11T00:22:16.000Z","30482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.333123280451847","","","","","","","","","","","81.86000061035156","","64.06999969482422"
"ZwF50_500epochs_512bsz_0.4000lr_mlp_cos_randaug","ZwF503lfNveYHXsqcW8I4OC6YQbNUEMZ","ZwF50_500epochs_512bsz_0.4000lr_mlp_cos_randaug","finished","rand aug linear scaling n=1","cjrd","","2020-05-11T00:22:16.000Z","33324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.185229139013606","","","","","","","","","","","83.88999938964844","","64.25749969482422"
